id,url,price,page_number,scraped_at
1015024538,https://krisha.kz/a/show/1015024538,200000,68,2026-08-23T14:28:15+00:00
676074753,https://krisha.kz/a/show/676074753,450000,68,2026-08-23T14:28:15+00:00
671425221,https://krisha.kz/a/show/671425221,450000,68,2026-08-23T14:28:15+00:00
694816530,https://krisha.kz/a/show/694816530,450000,68,2026-08-23T14:28:15+00:00
1014825774,https://krisha.kz/a/show/1014825774,4000000,68,2026-08-23T14:28:15+00:00
1005325601,https://krisha.kz/a/show/1005325601,250000,68,2026-08-23T14:28:15+00:00
1015001225,https://krisha.kz/a/show/1015001225,280000,68,2026-08-23T14:28:15+00:00
695991191,https://krisha.kz/a/show/695991191,800000,68,2026-08-23T14:28:15+00:00
1015025504,https://krisha.kz/a/show/1015025504,250000,69,2026-08-23T14:28:20+00:00
677003326,https://krisha.kz/a/show/677003326,365000,69,2026-08-23T14:28:20+00:00
691946466,https://krisha.kz/a/show/691946466,400000,69,2026-08-23T14:28:20+00:00
1007867368,https://krisha.kz/a/show/1007867368,400000,69,2026-08-23T14:28:20+00:00
1009483975,https://krisha.kz/a/show/1009483975,300000,69,2026-08-23T14:28:20+00:00
1006415750,https://krisha.kz/a/show/1006415750,170000,69,2026-08-23T14:28:20+00:00
696957461,https://krisha.kz/a/show/696957461,600000,69,2026-08-23T14:28:20+00:00
1013952799,https://krisha.kz/a/show/1013952799,330000,69,2026-08-23T14:28:20+00:00
696482175,https://krisha.kz/a/show/696482175,250000,69,2026-08-23T14:28:20+00:00
1012503724,https://krisha.kz/a/show/1012503724,420000,69,2026-08-23T14:28:20+00:00
1013952419,https://krisha.kz/a/show/1013952419,460000,69,2026-08-23T14:28:20+00:00
1012010053,https://krisha.kz/a/show/1012010053,270000,69,2026-08-23T14:28:20+00:00
680662480,https://krisha.kz/a/show/680662480,380000,69,2026-08-23T14:28:20+00:00
1015023713,https://krisha.kz/a/show/1015023713,350000,69,2026-08-23T14:28:20+00:00
698746135,https://krisha.kz/a/show/698746135,300000,69,2026-08-23T14:28:20+00:00
1014964812,https://krisha.kz/a/show/1014964812,350000,69,2026-08-23T14:28:20+00:00
1007996726,https://krisha.kz/a/show/1007996726,1100000,69,2026-08-23T14:28:20+00:00
